bookID,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
24305,The Secret School,Avi,3.79,eng,176,3695,384,08/01/2003,HMH Books for Young Readers
24814,It's a Magical World (Calvin and Hobbes  #11),Bill Watterson,4.76,eng,176,23875,303,09/01/1996,Andrews McMeel Publishing
24816,Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,4.72,eng,176,15365,290,09/06/1994,Andrews McMeel Publishing
24818,The Days Are Just Packed,Bill Watterson,4.69,eng,176,20308,244,09/01/1993,Andrews McMeel Publishing
24875,House of Stairs,William Sleator,3.85,eng,176,3423,447,04/01/1991,Puffin Books
24885,Strange Attractors,William Sleator,3.72,eng,176,230,7,04/01/1991,Puffin Books
25879,Castlevania: Curse of Darkness Official Strategy Guide,Brady Games,3.7,eng,176,10,0,10/28/2005,BradyGames
26093,Identity,Milan Kundera,3.68,eng,176,266,31,4/21/1998,Harper
26417,Anti-Semite and Jew: An Exploration of the Etiology of Hate,Jean-Paul Sartre,3.8,eng,176,631,60,4/25/1995,Schocken
26835,Can't Win With You 1,Satosumi Takaguchi,3.57,eng,176,77,3,8/15/2007,Digital Manga Publishing
27236,Six Haunted Hairdos (The Hamlet Chronicles  #2),Gregory Maguire,3.53,eng,176,92,7,8/18/1999,HarperCollins
28200,Ghosthunters and the Muddy Monster of Doom! (Ghosthunters  #4),Cornelia Funke,3.93,eng,176,534,32,04/01/2007,Chicken House
28296,W  or the Memory of Childhood,Georges Perec,3.88,eng,176,1472,76,07/01/2010,David R. Godine Publisher
28543,Dragonsong (Pern: Harper Hall  #1),Anne McCaffrey,4.24,eng,176,393,57,01/01/1977,Bantam
28636,The Curtain: An Essay in Seven Parts,Milan Kundera,3.96,eng,176,1388,109,1/30/2007,Harper
28637,The Art of the Novel,Milan Kundera,3.96,eng,176,3684,165,04/01/2003,Harper Perennial Modern Classics
29718,The Confusions of Young Törless,Robert Musil,3.73,eng,176,4374,179,9/27/2001,Penguin
30118,A Light in the Attic,Shel Silverstein,4.34,eng,176,349247,2567,10/07/2002,Harpercollins Childrens Books
30129,A Light in the Attic (Book & CD),Shel Silverstein,4.34,eng,176,597,21,10/09/2001,HarperCollins
30515,Introducing Sartre (Introducing... S.),Philip Thody,3.58,eng,176,53,9,4/24/2002,Icon Books
30616,Readings for Meditation and Reflection,C.S. Lewis,4.32,eng,176,272,27,01/05/1996,HarperOne
31881,Introducing Philosophy,Dave Robinson,3.56,eng,176,241,21,08/08/2000,Icon Books
32537,Excellence,John W. Gardner,3.82,eng,176,49,8,4/17/1995,W. W. Norton  Company
34268,Peter Pan,J.M. Barrie,4.08,eng,176,213538,5609,10/01/2003,Henry Holt and Co.
34426,Howl's Moving Castle Film Comic  Vol. 1,Hayao Miyazaki,4.41,eng,176,847,40,08/02/2005,VIZ Media LLC
34503,The Last Hero (Discworld #27; Rincewind #7),Terry Pratchett,4.17,eng,176,26427,517,8/20/2002,Harper Voyager
34509,Nanny Ogg's Cookbook,Terry Pratchett,4,eng,176,5517,143,11/01/2001,Corgi
35110,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher (Helix),Richard P. Feynman,4.21,eng,176,167,18,04/10/1996,Basic Books
35348,A Place Where the Sea Remembers,Sandra Benítez,3.62,eng,176,757,103,02/05/1995,Scribner
36556,The Assault,Reinaldo Arenas,3.79,eng,176,139,12,06/01/1995,Penguin Books
36598,Bound for Oregon,Jean Van Leeuwen,3.8,eng,176,862,92,11/01/1996,Puffin Books
37023,Margaret Atwood's Power: Mirrors  Reflections and Images in Select Fiction and Poetry,Shannon Hengen,3.43,eng,176,7,1,10/06/1993,Sumach Press
37683,Fahrenheit 451,Ray Bradbury,3.99,spa,176,580,64,11/29/2004,Debolsillo
37737,Fudge-a-Mania (Fudge  #4),Judy Blume,4.01,eng,176,26588,538,01/06/2004,Berkley
38075,The Tarot Cafe  #1,Sang-Sun Park,3.88,eng,176,1829,85,03/07/2017,TokyoPop
39784,Seventeen and In-Between,Barthe DeClements,3.81,eng,176,227,8,08/01/1993,Puffin
39989,Matilda Bone,Karen Cushman,3.74,eng,176,3061,215,03/12/2002,Yearling
40049,Monkeys,Susan Minot,3.67,eng,176,1219,105,08/08/2000,Vintage
41154,Secret Identity (Lost  #2),Catherine Hapka,2.93,eng,176,195,11,01/01/2006,Voice
41651,Slim Down Camp,Stephen Manes,3.9,eng,176,9,2,12/01/1986,Bantam Books
41675,The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,Sophocles,3.97,eng,176,182,14,6/23/2006,Dover Publications
41781,Love Sick: A Smoldering Look at Love  Lust  and Marriage,Michael J. Nelson,3.76,eng,176,71,8,09/01/2005,Harry N. Abrams
41782,Goth-Icky: A Macabre Menagerie of Morbid Monstrosities,Michael J. Nelson,3.65,eng,176,147,11,09/01/2005,Harry N. Abrams
41783,Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Friend,Michael J. Nelson,4,eng,176,56,7,09/01/2006,Harry N. Abrams
42525,Dwight D. Eisenhower (The American Presidents  #34),Tom Wicker,3.84,eng,176,248,30,11/05/2002,Times Books
42758,The Fantastic Vampire: Studies in the Children of the Night: Selected Essays from the Eighteenth International Conference on the Fantastic in the Arts,James Craig Holte,0,eng,176,0,0,3/30/2002,Greenwood Press
42798,Winter Dreams (Sweet Dreams  #141),Barbara Conklin,3.85,eng,176,104,4,02/01/1988,Bantam Books
42831,The Parrot-Head Companion: An Insider's Guide to Jimmy Buffett,Thomas Ryan,2.83,eng,176,6,0,01/01/1998,Citadel Press
43594,The Campfire Collection: Spine-tingling Tales to Tell in the Dark,Eric B. Martin,3.22,eng,176,50,6,03/01/2000,Chronicle Books
45036,Walking the Rez Road,Jim Northrup,4.15,eng,176,153,16,10/26/1995,Voyageur Press
45194,A Passage to India: A Reader's Guide to Essential Criticism,Betty Jay,3.56,eng,176,108,6,8/16/2003,Palgrave Macmillan
45294,Love  Hate and Everything in Between: Expressing Emotions in Japanese,Mamiko Murakami,3.54,eng,176,27,0,03/01/2002,Kodansha
45334,Mandala: Luminous Symbols for Healing (with a New CD of Meditations and Exercises!),Judith Cornell,4.11,eng,176,73,4,09/01/2006,Quest Books
45625,A Viagem do Caminheiro da Alvorada (As Crónicas de Nárnia  #5),C.S. Lewis,4.09,por,176,161,14,09/01/2004,Editorial Presença
13196,Quiver,Stephanie Spinner,3.51,eng,177,837,95,04/12/2005,Laurel-Leaf Books
43017,Yellow Back Radio Broke-Down,Ishmael Reed,3.83,eng,177,496,38,05/01/2000,Dalkey Archive Press
44737,The Elements of Visual Style: The Basics of Print Design for Every PC and Mac User,Robert W. Harris,3.21,eng,177,14,3,05/01/2007,Houghton Mifflin Harcourt
285,Love Letters,Kahlil Gibran,3.68,eng,178,203,8,07/01/1999,One World (UK)
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus,4.02,eng,178,12,3,11/01/1997,University of Pennsylvania Press
1549,Antigone; Oedipus the Kingn; Electra,Sophocles,3.94,eng,178,13358,199,9/17/1998,Oxford University Press
4925,Three Men in a Boat,Jerome K. Jerome,3.89,eng,178,786,125,3/25/2004,Penguin Classics
6341,Paradoxes of Education in a Republic,Eva Brann,4.28,eng,178,29,3,8/15/1989,University of Chicago Press
7938,Winter Cottage,Carol Ryrie Brink,4.15,eng,178,182,37,06/01/1974,Atheneum
10574,The Colorado Kid,Stephen King,3.32,eng,178,24611,1970,2/20/2006,Hard Crime Case
13562,彼方から 13,Kyoko Hikawa,4.48,jpn,178,19,0,08/10/2002,Hakusen Sha
15211,Katz und Maus,Günter Grass,3.54,ger,178,427,23,09/01/1999,Deutscher Taschenbuch Verlag
17185,The Invisible Man,H.G. Wells,3.64,eng,178,313,39,9/15/1992,Aerie
23022,The Grotesque,Patrick McGrath,3.62,eng,178,815,58,1/28/1997,Vintage
23603,Tales from the Perilous Realm,J.R.R. Tolkien,4.08,eng,178,3242,162,09/02/2002,HarperCollins Publishers
26451,Teaching Reading Comprehension to Students with Learning Difficulties,Janette K. Klingner,3.79,eng,178,23,1,04/12/2007,The Guilford Press
26839,叫んでやるぜ! (2) (ASUKA COMICS CL-DX),Satosumi Takaguchi,3.95,jpn,178,2,0,03/01/1997,角川書店 (Kadokawa Shoten)
37743,Forever . . .,Judy Blume,3.62,eng,178,45863,2952,06/03/2005,Pan Childrens
44898,The Unpublished David Ogilvy,David Ogilvy,4.16,eng,178,255,19,10/21/1987,Crown
435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,eng,179,2998,164,11/01/1986,Sun and Moon Press
2826,Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,4,eng,179,9,2,3/14/2008,Roxford Books
3402,Kiffe Kiffe Tomorrow,Faïza Guène,3.4,eng,179,1084,131,07/03/2006,Mariner Books
10826,Charlotte's Web,E.B. White,4.17,eng,179,7,1,11/01/2006,HarperEntertainment
12083,Long Day's Journey into Night,Eugene O'Neill,4.07,eng,179,32178,734,02/08/2002,Yale University Press
13786,Tramps Like Us  Volume 12,Yayoi Ogawa,4.37,eng,179,497,9,06/01/2007,TokyoPop
14049,The Part-Time Wife (The Secret Lives of Society Wives  #6),Maureen Child,3.6,eng,179,120,12,10/01/2006,Harlequin Books
28747,CivilWarLand in Bad Decline,George Saunders,4.22,eng,179,12813,986,02/06/1997,Vintage
28764,The Chain of Chance,Stanisław Lem,3.7,eng,179,505,37,3/28/2000,Northwestern University Press
29823,From Nomads to Pilgrims: Stories from Practicing Congregations,Diana Butler Bass,4,eng,179,13,0,12/30/2005,Rowman & Littlefield Publishers
36492,Oliver Wendell Holmes in Paris: Medicine  Theology  and the Autocrat of the Breakfast Table,William C. Dowling,5,eng,179,1,1,2/28/2007,University Press of New England
38531,Sweet 18 (SVH Senior Year  #48),Francine Pascal,3.47,eng,179,116,3,1/14/2003,Bantam
40372,Pirates of Venus (Venus  #1),Edgar Rice Burroughs,3.7,eng,179,1235,66,09/01/2001,Bison Books
43619,The Gunslinger (Two Brothers  #2),Linda Lael Miller,4.22,eng,179,78,1,01/01/1999,Wheeler Publishing
1405,The Eclogues and The Georgics,Virgil,3.8,eng,180,259,15,09/02/1999,Oxford University Press
3698,The Quiet American,Graham Greene,3.97,eng,180,37620,2298,8/31/2004,Penguin Classics Deluxe Editions
7905,Betsy and Tacy Go Downtown (Betsy-Tacy  #4),Maud Hart Lovelace,4.21,eng,180,70,7,01/01/1943,Thomas Y. Crowell Company
8706,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,eng,180,3115,306,03/08/2002,Picador USA
9975,Gertrud,Hermann Hesse,3.85,ger,180,134,5,01/01/1983,Suhrkamp
10460,The Children on the Top Floor,Noel Streatfeild,3.79,eng,180,148,17,07/01/1985,Yearling
13492,Jojo's Bizarre Adventure  Tome 4: Dans la salle du dragon à deux têtes (Phantom Blood  #4),Hirohiko Araki,3.97,fre,180,129,3,4/29/2002,J'ai Lu
13662,The Tombs of Atuan (Earthsea Cycle  #2),Ursula K. Le Guin,4.09,eng,180,73161,1922,09/01/2001,Gallery / Saga Press
14089,Prétear  Vol. 4 (Prétear  #4),Junichi Satō,3.96,eng,180,294,14,1/18/2005,ADV Manga
17015,Paranoid Park,Blake Nelson,3.63,eng,180,1109,145,9/21/2006,Viking Books
17275,The Very Best of the Feynman Lectures,Richard P. Feynman,4.18,eng,180,123,21,10/04/2005,Basic Books
18350,In Favor of the Sensitive Man and Other Essays,Anaïs Nin,4.02,eng,180,520,40,04/01/1976,Mariner Books
18547,King Lear  Macbeth  Indefinition  and Tragedy,Stephen  Booth,4.11,eng,180,18,3,06/01/2002,Cybereditions Corp
24064,No More Dead Dogs,Gordon Korman,3.71,eng,180,12,2,09/01/2001,Scholastic Inc
24658,The Prose Edda,Snorri Sturluson,4.17,eng,180,8625,321,7/28/2005,Penguin Classics
24676,The Ultimate Guide to Anal Sex for Women,Tristan Taormino,4.11,eng,180,382,26,1/27/2006,Cleis Press
30536,Beauty and the Contemporary Sublime,Jeremy Gilbert-Rolfe,3.56,eng,180,39,5,12/01/1999,Allworth
31582,The Selected Poems of Federico García Lorca,Federico García Lorca,4.32,mul,180,236,23,06/01/1955,New Directions Publishing Corporation
32640,The Inhuman Condition (Books of Blood  #4),Clive Barker,3.96,eng,180,6294,111,03/01/2001,Pocket Books
33492,Secrets of New York (Call of Cthulhu RPG),William    Jones,3.63,eng,180,27,2,06/12/2005,Chaosium
33498,Shadows of Yog-Sothoth (Call of Cthulhu RPG),Sandy Petersen,3.9,eng,180,63,2,8/15/2004,Chaosium
34472,The Reed Cutter & Captain Shigemoto's Mother,Jun'ichirō Tanizaki,3.67,eng,180,137,14,6/24/1995,Vintage
35088,SeinLanguage,Jerry Seinfeld,3.63,eng,180,371,44,09/01/1993,Bantam
37051,鋼の錬金術師 1 [Hagane no Renkinjutsushi 1] (Fullmetal Alchemist  #1),Hiromu Arakawa,4.5,jpn,180,56,10,1/20/2002,ガンガンコミックス
38955,Just Disgusting!,Andy Griffiths,3.83,eng,180,70,3,08/01/2002,Pan Australia
39363,A New Leash on Death (A Dog Lover's Mystery  #1),Susan Conant,3.79,eng,180,1097,71,04/01/1994,Berkley Prime Crime
43484,Honey (Shooting Stars  #4),V.C. Andrews,3.74,eng,180,2447,27,10/02/2001,Pocket Books
44146,Maigret in Holland,Georges Simenon,3.59,eng,180,265,20,6/16/2003,Mariner Books
280,The Ravishing of Lol Stein,Marguerite Duras,3.66,eng,181,2057,128,03/12/1986,Pantheon
3758,Casino Royale (James Bond  #1),Ian Fleming,3.73,eng,181,48961,2823,8/27/2002,Penguin
4799,Cannery Row,John Steinbeck,4.04,eng,181,96408,3909,02/05/2002,Penguin Books
5821,Casino Royale,Ian Fleming,3.73,eng,181,371,43,06/03/2004,Penguin Books  Limited (UK)
11785,Zombie,Joyce Carol Oates,3.34,eng,181,6028,821,09/01/1996,Plume
14026,The Scarlet Gang of Asakusa,Yasunari Kawabata,3.36,eng,181,360,34,4/18/2005,University of California Press
14349,The Pearl/The Red Pony,John Steinbeck,3.64,eng,181,1469,39,9/30/1976,Penguin Books
26482,The Music of Dolphins,Karen Hesse,3.82,eng,181,6015,566,02/01/1998,Scholastic Paperbacks
30036,Elric of Melniboné (The Elric Saga  #1),Michael Moorcock,3.89,eng,181,20559,682,7/15/1987,Ace Books
32590,Pan,Knut Hamsun,3.9,eng,181,5833,255,09/01/1998,Penguin Classics
35826,Of Tender Sin,David Goodis,3.69,eng,181,150,24,2/16/2001,Serpent's Tail
39347,Sk8er Boy (First Kiss Club #1),Mari Mancusi,3.72,eng,181,357,32,10/01/2005,Leisure Books
902,The Westing Game,Ellen Raskin,4.02,eng,182,142121,8782,04/12/2004,Puffin
5554,Kiffe Kiffe Demain (French Edition),Faïza Guène,3.4,fre,182,19,1,10/01/2005,French & European Publications
7624,Lord of the Flies,William Golding,3.68,eng,182,2036679,26199,10/01/1999,Penguin Books
7684,Twister,Michael Crichton,3.63,eng,182,18,1,04/07/1999,Ballantine Books
11648,Everyman,Philip Roth,3.58,eng,182,821,131,05/09/2006,Houghton Mifflin
13785,Tramps Like Us  Volume 11,Yayoi Ogawa,4.28,eng,182,478,12,02/01/2007,TokyoPop
14092,Prétear  Vol. 2 (Prétear  #2),Junichi Satō,4,eng,182,347,17,8/24/2004,ADV Manga
14235,The Great Gatsby,F. Scott Fitzgerald,3.91,eng,182,149,7,09/01/1925,Amereon Ltd
16920,Hidden World,Graham Masterton,3.47,eng,182,58,5,03/01/2003,Severn House Publishers
16940,How to Read a Poem,Terry Eagleton,3.73,eng,182,445,44,10/20/2006,Wiley-Blackwell
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.95,eng,182,73577,2521,3/16/2005,Farrar  Straus and Giroux
17804,Vintage Murakami,Haruki Murakami,4.03,eng,182,740,41,01/06/2004,Vintage Books USA
20869,One is the Loneliest Number (Tom Clancy's Net Force Explorers  #3),Diane Duane,3.95,eng,182,452,1,04/01/1999,Berkley Publishing Group
22892,The Foretelling,Alice Hoffman,3.84,eng,182,2646,247,09/01/2006,Little  Brown Books for Young Readers
23685,Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36),Rumiko Takahashi,4.14,eng,182,863,33,11/01/2006,Viz Media
23692,Ranma 1/2  Vol. 34 (Ranma ½ (US 2nd)  #34),Rumiko Takahashi,4.08,eng,182,782,13,05/01/2006,Viz Media
23835,Cognitive Behavioral Treatment of Insomnia: A Session-By-Session Guide,Michael L. Perlis,4.05,eng,182,2,1,06/01/2005,Springer
24296,Because Of Winn Dixie,Kate DiCamillo,4.04,eng,182,235,36,03/01/2000,Candlewick Press
24784,The Black Cauldron (The Chronicles of Prydain  #2),Lloyd Alexander,4.13,eng,182,53962,1200,5/16/2006,Square Fish
28910,Journal of a Novel: The East of Eden Letters,John Steinbeck,4.09,eng,182,1053,126,12/01/1990,Penguin Books
29122,Diary of a Mistress,Miasha,4.34,eng,182,2484,88,08/01/2006,Touchstone
31050,A Three Dog Life,Abigail Thomas,3.74,eng,182,191,47,09/05/2006,Houghton Mifflin Harcourt
37054,鋼の錬金術師 3 (Fullmetal Alchemist  #3),Hiromu Arakawa,4.56,jpn,182,22,2,9/21/2002,ガンガンコミックス
38376,LOVE MODE 11,Yuki Shimizu,4.37,jpn,182,4,0,01/10/2003,ビブロス
38533,Double Love (Sweet Valley High  #1),Francine Pascal,3.54,eng,182,108,17,09/01/1984,Bantam Books
40833,Turtle Diary,Russell Hoban,4,eng,182,893,99,09/04/2000,Bloomsbury Publishing PLC
40913,The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance,3.7,eng,182,43,4,12/01/1989,Tor Books
41773,Billy Budd  marin,Herman Melville,3.12,fre,182,9,0,5/14/1987,Gallimard
45313,After the Quake,Haruki Murakami,3.78,eng,182,564,84,8/13/2002,Alfred A. Knopf
2319,The Witches of Worm,Zilpha Keatley Snyder,3.69,eng,183,40,12,05/01/1991,Dell Yearling
4221,The Guide to Dan Brown's the Solomon Key,Greg  Taylor,2.98,eng,183,34,2,9/30/2005,DeVorss & Company
8891,Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,3.33,eng,183,12,1,06/01/1976,Ballantine Books
13568,Tsubasa: RESERVoir CHRoNiCLE  Vol. 11,CLAMP,4.28,eng,183,2728,35,10/31/2006,Del Rey
18808,Dostoevsky,Richard Freeborn,3.76,eng,183,55,6,10/01/2005,Haus Publishing
20800,Conversations with Don DeLillo,Don DeLillo,4.06,eng,183,111,7,1/13/2005,University Press of Mississippi
22932,Emma  Vol. 01,Kaoru Mori,3.83,eng,183,3515,339,9/20/2006,CMX
25373,Nick & Norah's Infinite Playlist,Rachel Cohn,3.71,eng,183,65091,2971,5/23/2006,Alfred A. Knopf Books for Young Readers
28920,A Pale View of Hills,Kazuo Ishiguro,3.74,eng,183,12858,1036,03/03/2005,Faber and Faber
30392,Relentless Desire,Sandra Brown,3.63,eng,183,22,4,12/31/1983,Jove Books
31992,鋼之鍊金術師 1,Hiromu Arakawa,4.5,zho,183,9,1,06/01/2004,東立
35827,The Moon in the Gutter,David Goodis,3.65,eng,183,350,40,12/08/1998,Serpent's Tail
35997,Clear Light of Day,Anita Desai,3.68,eng,183,2262,144,09/12/2000,Mariner Books
3070,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4,eng,184,4,0,03/01/1991,University Press of Mississippi
3776,Ballet Shoes,Noel Streatfeild,4.07,eng,184,210,26,12/23/2004,Orion Children's Books
6008,Five T'ang Poets,Wang Wei,4.3,eng,184,169,21,10/08/1990,Oberlin College Press
8976,Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.06,eng,184,591,29,11/01/2001,Bethany House Publishers
8991,Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin,3.55,eng,184,112,9,07/01/2005,Dr. Master Productions Inc.
11383,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,3.9,eng,184,9,0,04/07/2003,Kessinger Publishing
13571,Tsubasa: RESERVoir CHRoNiCLE  Vol. 10,CLAMP,4.29,eng,184,2765,38,7/25/2006,Del Rey
13578,Tsubasa: RESERVoir CHRoNiCLE  Vol. 09,CLAMP,4.28,eng,184,3052,41,4/25/2006,Del Rey
13579,Tsubasa: RESERVoir CHRoNiCLE  Vol. 12,CLAMP,4.31,eng,184,2683,38,1/30/2007,Del Rey
13793,きみはペット 11 [Kimi wa Petto 11],Yayoi Ogawa,4.28,jpn,184,6,0,11/12/2004,講談社
14143,The Art of Loving,Eiki Eiki,3.51,eng,184,172,13,04/05/2006,Digital Manga Publishing
14673,Thinking Visually (Basics Illustration  #1),Mark Wigan,3.62,eng,184,51,5,12/20/2006,AVA Publishing
15688,L'Étranger,Albert Camus,3.98,fre,184,13454,765,03/02/2000,Gallimard
21016,The Secret City (Pyrates  #1),Chris Archer,4.11,eng,184,231,17,02/01/2003,Scholastic Paperbacks
21320,Ultimate Spider-Man  Volume 16: Deadpool,Brian Michael Bendis,3.7,eng,184,1474,58,9/13/2006,Marvel
23545,Watchmen on the Walls,Hannah Hurnard,4.02,eng,184,39,6,03/01/1998,B&H Publishing Group
23693,Ranma 1/2  Vol. 7 (Ranma ½ (US 2nd)  #7),Rumiko Takahashi,4.13,eng,184,1392,39,02/04/2004,Viz Media
23937,The Soft Machine (The Nova Trilogy #1),William S. Burroughs,3.35,eng,184,5892,204,1/13/1994,Grove Press
24178,Charlotte's Web,E.B. White,4.17,eng,184,1300470,14739,10/01/2001,HarperCollinsPublishers
24783,Westmark (Westmark  #1),Lloyd Alexander,3.92,eng,184,4222,180,1/14/2002,Firebird Books
25919,Love Mode  Vol. 3,Yuki Shimizu,4.15,eng,184,585,14,07/03/2006,Blu
28028,Bengal Nights,Mircea Eliade,3.93,eng,184,257,29,04/01/1995,University of Chicago Press
29529,Rebirth Volume 5,Kang-Woo Lee,4.03,eng,184,102,2,12/02/2003,TokyoPop
30232,Little Butterfly  Volume 03,Hinako Takanaga,4.21,eng,184,609,6,12/06/2006,Digital Manga Publishing
30233,Little Butterfly  Volume 01,Hinako Takanaga,4.07,eng,184,1540,31,5/30/2006,Digital Manga Publishing
30476,The Communist Manifesto with Related Documents,Karl Marx,3.55,eng,184,97,5,2/28/1999,Bedford/St. Martin's
31996,鋼之鍊金術師 9,Hiromu Arakawa,4.57,zho,184,4,0,12/16/2004,東立
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,4.25,eng,184,21719,491,9/13/1991,Del Rey Books
33344,Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classic,Robbie Stamp,3.9,eng,184,155,18,4/22/2005,Newmarket Press
34427,Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics  #1),Hayao Miyazaki,4.41,eng,184,1696,86,09/01/2005,VIZ Media LLC
36340,Isabel: Princesa De Castilla  España  1466,Carolyn Meyer,3.71,spa,184,8,0,10/03/2001,Salamandra
37052,鋼の錬金術師 4 (Fullmetal Alchemist  #4),Hiromu Arakawa,4.55,jpn,184,20,2,1/20/2003,ガンガンコミックス
39311,Brand New Justice: How Branding Places and Products Can Help the Developing World,Simon Anholt,3.69,eng,184,15,0,1/15/2005,Routledge
39661,The Shawshank Redemption: The Shooting Script,Frank Darabont,4.64,eng,184,2406,29,9/30/2004,Newmarket Press
40798,Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds,Mitchel Resnick,3.86,eng,184,131,8,1/22/1997,Bradford Book
4642,Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen,3.82,eng,185,45,9,01/01/2005,Pineapple Press
4921,Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,eng,185,38313,2811,10/01/1994,Penguin Books
5974,Sparrow Hawk Red,Ben Mikaelsen,3.79,eng,185,1,0,04/01/1995,Little  Brown Books for Young Readers
13546,Jojo's Bizarre Adventure  Tome 11: Le guerrier qui retourne au vent (Battle Tendency  #6),Hirohiko Araki,4.39,fre,185,94,1,11/26/2002,J'ai Lu
13639,Hana Yori Dango 3 (Boys Over Flowers  #3),Yōko Kamio,4.12,fre,185,10,0,6/18/2003,Glénat
13784,Tramps Like Us  Volume 9,Yayoi Ogawa,4.32,eng,185,562,11,06/01/2006,TokyoPop
15085,The Mystery of the Whispering Mummy (Alfred Hitchcock and The Three Investigators  #3),Robert Arthur,3.84,eng,185,81,1,09/12/1985,Random House Books for Young Readers
19949,Mr. and Mistress (Dynasties: The Elliotts #5),Heidi Betts,3.37,eng,185,191,16,05/09/2006,Silhouette
23228,Boy Meets Boy,David Levithan,3.84,eng,185,59799,3373,05/10/2005,Alfred A. Knopf
27540,The Emotional Intelligence Quick Book: Everything You Need to Know to Put Your EQ to Work,Travis Bradberry,3.52,eng,185,708,68,06/07/2005,Touchstone
28278,When Rain Clouds Gather,Bessie Head,3.84,eng,185,1063,86,06/05/1996,Heinemann Educational Books
29154,Yakitate!! Japan  Volume 7,Takashi Hashiguchi,3.98,eng,185,239,5,09/11/2007,VIZ Media LLC
29156,Yakitate!! Japan  Volume 6,Takashi Hashiguchi,4,eng,185,254,6,07/10/2007,VIZ Media LLC
31998,鋼之鍊金術師 2,Hiromu Arakawa,4.52,zho,185,5,0,06/01/2004,東立
32592,In Wonderland,Knut Hamsun,3.6,nor,185,86,8,09/01/2003,Ig Publishing
43457,Rose (Shooting Stars  #3),V.C. Andrews,3.72,eng,185,2352,29,09/01/2001,Pocket Books
2855,A Short History of Decay,Emil M. Cioran,4.25,eng,186,1771,99,9/15/1998,Arcade Publishing
3280,Teaching with the Brain in Mind,Eric Jensen,4.11,eng,186,592,49,6/15/2005,Association for Supervision & Curriculum Development
7656,Fahrenheit 451,Ray Bradbury,3.99,eng,186,5733,606,04/01/2004,Del Rey
13536,Jojo's Bizarre Adventure  Tome 1: Dio  L'envahisseur (Phantom Blood  #1),Hirohiko Araki,3.88,fre,186,6,0,1/28/2002,J'ai Lu
13583,ツバサ-RESERVoir CHRoNiCLE- 4,CLAMP,4.28,jpn,186,6,2,2/17/2004,講談社
13584,ツバサ-RESERVoir CHRoNiCLE- 6,CLAMP,4.3,jpn,186,5,1,6/17/2004,講談社
14194,A Man's Protection,Jayne Castle,3.88,eng,186,275,6,12/31/1982,Dell Publishing Company
15034,Michael Powell: Interviews,David Lazar,3.95,eng,186,20,1,03/03/2003,University Press of Mississippi
22230,Stargirl (Stargirl  #1),Jerry Spinelli,3.76,eng,186,1969,252,05/11/2004,Laurel Leaf
24775,The Butterfly Tattoo,Philip Pullman,3.19,eng,186,1048,83,09/02/2005,Young Picador
24832,The Illustrated Man,Ray Bradbury,4.14,eng,186,89,7,01/01/1976,Bantam Books
27577,What Went Wrong? The Clash Between Islam & Modernity in the Middle East,Bernard Lewis,3.49,eng,186,2474,257,01/07/2003,Harper Perennial
27897,On a Dark Night I Left My Silent House,Peter Handke,3.27,eng,186,179,14,11/08/2000,Farrar Straus Giroux
38424,Kristy's Great Idea,Raina Telgemeier,4.17,eng,186,24732,726,04/01/2006,Turtleback Books
40395,A Princess of Mars (Barsoom  #1),Edgar Rice Burroughs,3.81,eng,186,38926,2355,1/30/2007,Penguin Books
42597,Twelfth Night: Or What You Will,William Shakespeare,3.98,eng,186,62,7,3/15/2004,Cambridge University Press
2893,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,eng,187,3,1,7/24/1987,Harlequin Romance
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,3.92,eng,187,30012,797,05/04/2004,Harper Perennial Modern Classics
6174,Survival in Auschwitz,Primo Levi,4.32,eng,187,29099,900,09/01/1995,Simon  Schuster
